id,title,people,displayDate,medium,dimensions,invno,primaryMedia,locations,description,copyright,classification,bibliography1
5789,Abraham Lincoln and His Father Building Their Cabin on Pigeon Creek,Horace Pippin,c. 1934,Oil on fabric (later mounted to composition board),Overall: 16 1/4 x 20 1/4 in. (41.3 x 51.4 cm),BF978,bf978_i4r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 05, West Wall",Two men chop wood with axes in front of a log cabin.,,Paintings,"Horace Pippin: Paintings and Burnt Wood Panels. Exh. cat. West Chester Community Center. West Chester, Pa., 1937, no. 8.Horace Pippin. Exh. cat. Carlen Galleries. Philadelphia, Pa., 1940.Lewis, Audrey, ed. Horace Pippin: The Way I See It. Brandywine River Museum of Art and Scala Arts Publishers, Inc., 2015: 23.  Rodman, Selden. Horace Pippin: A Negro Painter in America. New York: The Quadrangle Press, 1947, 33, 82.Stein, Judith E. I Tell My Heart: The Art of Horace Pippin. Philadelphia: Pennsylvania Academy of the Fine Arts in association with Universe Publishing, 1993, 40n, 72, 75 ill., 171, 173, 175, 187, 194."
7995,Absorbing Art,Aristodimos Kaldis,1941,Oil on canvas,Overall: 30 1/8 x 25 1/8 in. (76.5 x 63.8 cm),BF988,bf988_i3r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 21, East Wall","A man sits on a bench in the middle of a room. He is wearing a red sport coat, a white shirt, a dark green vest, a blue-and-red striped tie, blue pants, and brown lace up shoes; his hands rest upon his thighs. Two paintings hang on the wall behind him: the one on the left appears to depict the bust of a religious figure or icon, and the one on the right, which is only partially visible, depicts two brown overlapping triangles on a blue background. A woman seated at a desk can be seen through the doorway in the background; she has dark blonde hair and is wearing a blue top. A book lays open on the desk in front of her and a window is open over her right shoulder.",,Paintings,"Aristodimos Kaldis, 1899â€“1979: A Retrospective. Exh. cat. Artists' Choice Museum. New York, 1985, 30.Aristodimos Kaldis: Early Paintings, 1939â€“51: The Barnes Years. Exh. cat. Lori Bookstein Fine Art. New York, 2001, ill. (page number unavailable).Catalogue and Introduction of Recent Paintings by Aristodemos Kaldis. N.p., n.d., includes ill. of BF988 (page number not available).De Mazia, Violette. ""E Pluribus Unumâ€”Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): 29-30, 30 n, 31, pl. 23."
5878,Acrobat and Young Harlequin (Acrobate et jeune Arlequin),Pablo Picasso,1905,Oil on canvas,Overall: 75 1/4 x 42 3/4 in. (191.1 x 108.6 cm),BF382,bf382_i6r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 19, East Wall","A man and a boy dressed in harlequin outfits. The older (and taller) of the two is dressed in red. He holds a sword in his right hand and rests his left hand on the shoulder of the boy; he looks toward his right. The boy, who wears a multicolored diamond-patterned outfit, stands with his left hand on his hip and looks to his left.",,Paintings,"Barnes, Albert C. The Art in Painting. Merion, Pa.: The Barnes Foundation Press, 1925, xv, 87 ill.---. The Art in Painting. 3rd ed., rev. and enl. New York: Harcourt, Brace and Company, 1937, 23 ill., 369, cat. data no. 234.Barnes, Albert C. and Violette de Mazia. The Art of Henri-Matisse. New York: C. Scribner's Sons, 1933, 215, cat. data no. 449.---. The Art of CÃ©zanne. New York: Harcourt, Brace and Company, 1939, 354 n, cat. data no. 352.Daix, Pierre and Georges Boudaille. Picasso: The Blue and Rose Periods, A Catalogue RaisonnÃ© of the Paintings, 1900-1906. Translated by Phoebe Pool. Greenwich, Conn.: New York Graphic Society, 1966, 264, XII.25.De Mazia, Violette. ""L'Art Ancien a La Foundation Barnes."" Les Arts Ã  Paris, no. 14 (Octobre, 1927): ill.---. ""E Pluribus Unum."" The Barnes Foundation Journal of the Art Department 7, no. 1 (Spring 1976): pls. 31-3 (installation).---. ""E Pluribus Unum--Cont'd."" The Barnes Foundation Journal of the Art Department 7, no. 2 (Autumn 1976): 28 n, pl. 54.---. ""E Pluribus Unum--Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): 12, pl. 32.Dolkart, Judith F., Martha Lucy, and Derek Gillman. The Barnes Foundation: Masterworks. New York: Skira Rizzoli, 2012: 274-277, 284, 292-293.Einstein, Carl. Die Kunst des 20. Jahrhunderts. 2nd Ed. Berlin: PropylÃ¤en-verlag, 1928, 263 ill., 559.George, Waldemar. ""CinÃ©graphie."" Les Arts Ã  Paris, no. 10 (Novembre, 1924): 9, ill.Grenier, Catherine, Daniel Marchesseau, and Alexandra Parigoris. Modigliani and the School of Paris. Martigny, Switzerland: Fondation Pierre Gianadda, 2013.Journal of The Barnes Foundation 1, no. 1 (April 1925): 11, ill.Kjems, Folke, ed. The Staging Area - Peter Linde Busk. Holstebro Kunstmuseums forlag, 2013.  Palau i Fabre, Josep. Picasso: The Early Years, 1881-1907. New York: Rizzoli, 1981, no. 1043.Rodriguez de la Flor, Jose Luis and Beatriz Trueba. La Certeza Inmovil: el Montmartre que vio Picasso, Paris 1890-1914. Malaga: Fundacion Picasso, 2014.Sutton, Denys. Picasso, peintures, Ã©poques bleue et rose. Paris: Editions du ChÃªne, 1955, no. 39.Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 194, 195 ill., 196 detail, 197.Zervos, Christian. Pablo Picasso. 33 vols. Paris: Cahiers d'art; New York: E. Weyhe, 1932-1978, no. 301 (vol. 1)."
5881,Acrobat with Two Dogs (Clown),Georges Rouault,1924,Oil on canvas,Overall: 29 1/2 x 20 7/8 in. (75 x 53 cm),BF883,bf883_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 19, East Wall",A figure in a red outfit standing with legs spread and hands on hips.  A dog sits to the right.,,Paintings,"De Mazia, Violette. ""E Pluribus Unum."" The Barnes Foundation Journal of the Art Department 7, no. 1 (Spring 1976): 22, 25 n, pls. 31-3.---. ""Transferred Values: Part I--Introduction."" The Barnes Foundation Journal of the Art Department 9, no. 2 (Autumn 1978): 7, pl. 16.---. ""Transferred Values: Part III."" Vistas 1, no. 2 (Autumn-Winter 1979-1980): 7-8, pl. 29.Dorival, Bernard. Rouault: l'oeuvre peint. Vol. 1. Monte-Carlo: Ã‰ditions AndrÃ© Sauret, 1988, 278, no. 909."
5829,Adoration of the Magi,Lucas van Leyden,c. 1510,Oil on panel,Overall: 30 1/8 x 39 1/4 in. (76.5 x 99.7 cm),BF443,bf443&fr_i1r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 04, South Wall",A triptych of the adoration of the magi with the Virgin and Child and two magi in the center panel. The third king is in the left panel. Groups of people gather around. The admirers arrive in the left panel and leave in the right panel.,,Paintings,"Barnes, Albert C. The Art in Painting. 3rd ed., rev. and enl. New York: Harcourt, Brace and Company, 1937, 204 ill., 213, cat. data no. 216.Boon, Karel G. Gids voor het Rijksprentenkabinet: een overzicht van de verzamelingen met naamlijsten van graveurs en tekenaars. Amsterdam: Rijksmuseum, 1964, col. 350.DÃ¼lberg, Franz, 1933, 7. Filedt Kok, J. P. Lucas van Leyden: grafiek: met een complete oeuvre-catalogus van zijn gravures, etsen en houtsneden. Amsterdam: Rijksmuseum, 1978, 161 n. 71.---. ""Underdrawing and Other Technical Aspects in the Paintings of Lucas van Leyden."" In Lucas van Leyden Studies. Edited by J. P. Filedt Kok, W. Th. Kloek, and I. M. Veldman. Haarlem: Fibula-van Dishoeck, 1979, 161 n. 71.FriedlÃ¤nder, Max J., 1928.---. 1930, 498.---. Die AltniederlÃ¤ndische Malerei. Berlin: Paul Cassirer, 1932, 91, 134, no. 110, ill.---. Lucas von Leyden. Berlin: De Gruyter, 1963, 54-5, 69.  ---. Lucas van Leyden and Other Dutch Masters of His Times. Vol. 10 of Early Netherlandish Painting. Preface by Erwin Panofsky. Comments and notes by Nicole Veronee-Verhaegen. Translated by Heinz Norden. Leyden: A. W. Sijthoff; Brussels: La Connaissance, 1973, 52, 81, no. 110, pls. 81-3.Gerson, H. Zes eeuwen Nederlandse schilderkunst. Amsterdam: Contact, 1962, 27.Held, Julius S. Review of Max J. FriedlÃ¤nder: ""Lucas van Leyden."" Art Bulletin 48 (September-December 1966): 447.Hoogewerff, G. J. De noord-nederlandsche schilderkuns. Vol. 3. Gs-Gravenhage: M. Nijhoff, 1936-47, 233-5. Les Arts Ã  Paris, no. 16 (Janvier 1929): ill.Poch-Kalous, Margarethe, 1965, 6-7. Regteren Altena, I. Q. van, 1955, 111. Renger, Konrad and Cornelia Syre. Graphik der Niederlande, 1508-1617: Kupferstiche und Radierungen von Lucas van Leyden bis Hendrik Goltzius. Exh. cat. Staatliche Graphische Sammlung, Munich, 1979, 58. Reznicek, E. K. J. and Buriks, 1965, 245.Smith, Elise Lawton. The Paintings of Lucas van Leyden: A New Appraisal, with Catalogue RaisonnÃ©. Columbia: University of Missouri Press, 1992, 189-90, 311 n. 4.Vos, Rik. Lucas van Leyden. Bentveld: Andreas Landshoff; Maarssen: G. Schwartz, 1978, 32-3, no. 40, ill. Wescher, Paul Reinhold, 1929, 168."
6494,After a Sketch from Zurich (Nach einer Scizze aus ZÃ¼rich),Paul Klee,1914,Watercolor with graphite underdrawing on wove paper; artist-mounted to paperboard,Overall: 4 1/2 x 5 1/4 in. (11.4 x 13.3 cm),BF1006,bf1006_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 17, South Wall",Abstract images and geometric shapes.,,Paintings,"De Mazia, Violette. ""Transferred Values: Part I--Introduction."" The Barnes Foundation Journal of the Art Department 9, no. 2 (Autumn 1978): 17, pl. 26.Paul-Klee-Stiftung, Kunstmuseum Bern, ed. Paul Klee: Verzeichnis der Werke des Jahres 1940. 9 vols. Bern: Die Stiftung; Benteli, 1998 - 2004, no. 1223 (vol. 2)."
5334,After the Bath (AprÃ¨s le bain),Pierre-Auguste Renoir,1901,Oil on canvas,Overall: 16 5/16 x 12 13/16 in. (41.5 x 32.5 cm),BF225,bf225_i8r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 07, West Wall","A standing nude bather in a landscape, shown from the back, gathers a towel around her legs.",,Paintings,"De Mazia, Violette. ""E Pluribus Unum--Cont'd: Part IV."" The Barnes Foundation Journal of the Art Department 8, no. 2 (Autumn 1977): pl. 133 (installation).Florisoone, Michel. Renoir. Translated from the French by George Frederic Lees (Paris, Hyperion Press, 1938), ill,  pl. 134.Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 161, 208-10 ill., 315 cat. 66. Renoir: peintre du nu. PrÃ©face d'Henri de RÃ©gnier. (Les Ã©ditions Bernheim-Jeune: Paris, 1923), ill. No page number."
5183,After the Bath (La Sortie du bain),Pierre-Auguste Renoir,1910,Oil on canvas,Overall: 37 3/16 x 29 5/8 in. (94.5 x 75.2 cm),BF142,bf142_i8r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 13, West Wall","A seated female nude presented outdoors, her body in 3/4 view. Her head is shown in profile and framed by foliage. The figure sits on a white cloth, and with her right hand she gathers the fabric between her legs.  She clutches another piece of white fabric with her left arm.",,Paintings,"AndrÃ©, Albert. Renoir. Paris, G. CrÃ¨s & Cie, 1923, plate 42. Barnes, Albert C. and Violette de Mazia. The Art of Henri-Matisse. New York: C. Scribner's Sons, 1933, 189, cat. data no. 433.---. The Art of Renoir. Merion, Pa.: The Barnes Foundation Press, 1935, 123 n, 124 n, 125 n, 126, 168 n, 195 n, 198 n, 328 ill., cat. data no. 247.De Mazia, Violette. ""Creative Distortion: The Case of the Levitated Pear."" The Barnes Foundation Journal of the Art Department 4, no. 1 (Spring 1973): 9, pl. 30.---. ""The Barnes Foundation: The Display of Its Art Collection."" Vistas 2, no. 2 (1981-1983): 112, pl. 125 (installation).---. ""Form and Matter."" Vistas 5, no. 2 (1991): 24-5, pl. 54.Basler, A. and Charles Kunstler. La Peinture IndÃ©pendante en France: De Monet Ã  Bonnard. Paris: G. CrÃ¨s et cie, 1929, plate 27 ill. Besson, G. Auguste Renoir. Paris: G. CrÃ¨s et cie, 1932, pl. 22 ill. Fezzi, E. Tout l'oeuvre peint de Renoir: pÃ©riode impressioniste, 1869-1883. Paris: Flammarion, 1985, no. 706 ill.French Period Furniture & Decoration. Auction cat. Sotheby Parke Bernet. New York, June 15, 1950, no. 117. [on related sketch]Lucy, Martha and John House. Renoir in the Barnes Foundation. New Haven: Yale University Press, 2012: 18, 161, 177, 180 ill., 181, 185, 203, 306-7 cat. 51.Meier-Graefe, Julius. Renoir, 1929, p. 336, no. 354.  Renoir, peintre du nu, prÃ©face d'Henri de RÃ©gnier. Paris, Les Ã©ditions Bernheim-Jeune, 1923, ill, n. p. Wattenmaker, Richard J. and Anne Distel. Great French Paintings from The Barnes Foundation: Impressionist, Post-Impressionist, and Early Modern. New York: Alfred A. Knopf in association with Lincoln University Press, 1993, 86, 87 ill."
7344,"Afternoon of a Faun (The Concert) [L'AprÃ¨s-midi d'un faune (le concert)]",Henri Matisse,1932,Etching,Overall: 12 7/8 x 9 3/4 in. (32.7 x 24.8 cm),BF1092,bf1092_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 20, West Wall","A faun, seated in the lower left corner in the foreground, plays a set of pipes, while women cavort in the grassy countryside that is interrupted by a curving river. In the foreground, a female figure sits facing the faun in the lower right corner. In the middleground, one woman reclines while another dips her leg into the stream. In the farground another female reclines on her stomach, while two chase each other near the edge of the stream.",,Prints,"Barnes, Albert C. and Violette de Mazia. The Art of Henri-Matisse. New York: C. Scribner's Sons, 1933, 61, 187, 360 ill., cat. data no. 221.Barr, Jr., Alfred H. Matisse: His Art and His Public. New York: Museum of Modern Art, 1951, 220, 466-67.Bois, Yve-Alain. Matisse and Picasso. Paris, Flammarion, 1998.Bois, Yve-Alain. Matisse in the Barnes Foundation. Vol. 3. New York: Thames & Hudson; 2015, 115 ill., 102-115, 200, cat. 53.Breeskin, Adelyn D. ""Swans by Matisse."" The American Magazine of Art, 28, no. 10 (October 1935): 622-629.Catalogue of an Exhibition of Etchings Illustrating PoÃ©sies de StÃ©phane MallarmÃ© by Henri Matisse and Etchings Illustrating ""Les MÃ©tamorphoses d'Ovide,"" and Drawings by Pablo Picasso. Ex. cat. The Zwemmer Gallery, October 31-November 21, 1933.Duthuit, Claude. Henri Matisse: Catalogue raisonnÃ© des ourvrages illustrÃ©s. Paris: Imprimerie Union, 1988, 15-34, 30, 31ill.Flam, Jack. Matisse in The Cone Collection: The Poetics of Vision, Baltimore: The Baltimore Museum of Art, 2001.Labrusse, RÃ©mi. Matisse: La condition de l'image. Paris: Gallimard, 1999.Matisse, Henri. ""Comment j'ai fait mes livres."" In Anthologie du livre illustrÃ© par les peintres et sculpteurs de l'Ecole de Paris. Geneva: Skira, 1946. Reprinted in Ã‰crits et propos sur l'art. Edited by Dominique Fourcade. New Edition. Paris: Hermann, 2005, 211-213. Reprinted and translated by Jack Flam. ""How I made my Books (1946)."" In Matisse on Art. Revised edition. Berkeley, Los Angeles, London: University of California Press, 1995, 166-168.Matisse: l'Art du Livre. Cahier Henri Matisse No. 3. Ex. cat. MusÃ©e Matisse, Nice, 1986, 28-31; includes essay by Christian Arthaud, ""L'emotion premiÃ¨re,"" 129-138.Matisse: l'Å“uvre gravÃ©. Paris: BibliothÃ¨que nationale, 1970, 98-102.Matisse and Teriade. Ex. cat. Yoshii Gallery, New York, 1997.Matisse et MallarmÃ©. Ex. cat. MusÃ©e departmental StÃ©phane MallarmÃ©, Paris, 2002, cat no. 16. [3rd illustration for HÃ©rodiade (La coiffure d'HÃ©rodiade), 1932]. Matisse et TÃ©riade. Ex. cat. Museo Mediceo, Florence and MusÃ©e Matisse, Le Cateau-CambrÃ©sis, 1996, 56-58, 91-95.PoÃ©sies de StÃ©phane MallarmÃ©, Eaux-Fortes Originales de Henri-Matisse. Ex. cat. Marie Harriman Gallery, New York, Dec. 3-30, 1932. Roger-Marx, Claude. ""L'Å“uvre grave d'Henri Matisse."" Arts et Metiers graphiques, no. 34 (March 15, 1933): 35. StÃ©phane MallarmÃ© PoÃ©sies avec 20 Eaux-Fortes Originales de Henri-Matisse. Ex. cat. Galerie Pierre Colle, Paris, February 3-10, 1933. Schneider, Pierre. Matisse. New York: Rizzoli, 2002, 627-630.Vitrac, Roger. L'Intransigeant, February 7, 1933, 6."
3365,"Ajaccio, Corsica",Salvatore Pinto,c. 1932â€“1933,Oil on canvas,Overall: 11 7/8 x 15 in. (30.2 x 38.1 cm),BF380,bf380_i3r.jpg,"Barnes Foundation (Merion), Gallery, G15","A landscape with rocks in the left and center foreground, a path running through the middle ground, trees on the far side of the path, and mountains in the background and clouds above.",,Paintings,
6418,Albastron,Unidentified artist,c. 600 BCE,Ceramic,Overall: 8 3/8 x 4 1/16 in. (21.3 x 10.3 cm),A129,a129_i5.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 15, East Wall Cabinet, Top Shelf","A tall, ovoid alabastron with a pierced lug handle, a flat, overhanging rim, a narrow neck, and a flat foot. On the top of the rim is a red band with black and reserved white circles. There are dots on the outside of the rim. On the neck are teardrops in black and red, below which horizontal lines frame red and black dots. In the main zone are huge palmettes to the left and right, with a stylized palmette-lotus motif in the center. Below the handle is rosette and blob filler ornament. There are stripes on the bottom zone of the body and concentric black-brown circles on the bottom.",,Vessels,
6272,Alexandros,Giorgio de Chirico,c. 1934,Oil on canvas mounted to hardboard,Overall: 19 1/2 x 27 5/8 in. (49.5 x 70.2 cm),BF960,bf960_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 18, North Wall","A gladiator standing on the shore with a horse. There are three fragments of columns on the ground, a seated figure with urn at the right, and a temple in the background.",,Paintings,"Barnes, Albert C. The Art in Painting. 3rd ed., rev. and enl. New York: Harcourt, Brace and Company, 1937, 381 ill., cat. data no. 179.Klich, Lynda. ""De Chirico and Dr. Barnes."" In Giorgio de Chirico and America. New York: Hunter College of the City University of New York, 1996, 60, 61, 71."
6038,Along the Susquehanna,John Kane,c. 1928,Oil on canvas,Overall: 19 x 27 1/8 in. (48.3 x 68.9 cm),BF946,bf946_i2r.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 14, West Wall","A river scene with three boats on the water. Two figures walk on the shore. There is a bridge in the middle ground, and there are buildings in the background.",,Paintings,"Arkus, Leo Anthony. John Kane, Painter. Pittsburgh: University of Pittsburgh Press, 1971, 159, 262.Art News 33, no. 17 (January 26, 1935): 6 ill.The Associated Artists of Pittsburgh: Nineteenth Annual Exhibition. Exh. cat. Carnegie Institute, Pittsburgh, Pa., 1929, 19 ill., no. 5.John Kane's Paintings. Exh. cat. U.S. Department of Labor, Washington, D.C., 1935.Kane, John. Sky Hooks. Philadelphia: Lippincott, 1938, 131 ill.Walter, C. J. ""The Associated Artists of Pittsburgh."" Carnegie Magazine 2, no. 9 (February 1929): 259 ill."
5684,Altar Stick,Unidentified maker,18th century,Pewter,Overall: 31 1/4 x 6 7/8 x 5 7/8 in. (79.4 x 17.5 x 14.9 cm),01.06.26a,01-06-26a_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 06, South Wall","An alter stick with three feet, a vase-shaped stem and an acanthus leaf and scroll design.  The piece has a screw-on bobeche with a pricket, and the shaft screws into the base.",,Lighting Devices,
5685,Altar Stick,Unidentified maker,18th century,Pewter,Overall: 31 1/4 x 6 7/8 x 5 7/8 in. (79.4 x 17.5 x 14.9 cm),01.06.26b,01-06-26b_i1.jpg,"Barnes Foundation (Philadelphia), Collection Gallery, Room 06, South Wall","An alter stick with three feet, a vase-shaped stem and an acanthus leaf and scroll design.  The piece has a screw-on bobeche with a pricket, and the shaft screws into the base.",,Lighting Devices,
